booker,game_teams,game_time,log,score,team1,team2,tie,url
bet-at-home,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:41 PM,0:0,3.25,2.74,2.36,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Bethard,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:41 PM,0:0,3.05,2.7,2.3,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
bwin,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:41 PM,0:0,3.10,2.75,2.35,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Coolbet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:41 PM,0:0,3.14,2.75,2.4,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Marathonbet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:41 PM,0:0,3.10,2.82,2.44,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Unibet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:41 PM,0:0,3.00,2.7,2.65,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
best deal,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:41 PM,0:0,3.25,2.82,2.65,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
18bet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.60,2.65,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
1xBet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.78,2.7,3.08,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Asianodds,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.85,2.73,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
bet-at-home,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.55,2.35,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Bethard,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.65,2.6,2.9,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
bwin,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.65,2.65,2.85,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Coolbet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.70,2.65,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Marathonbet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.75,2.67,3.13,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Pinnacle,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.85,2.73,2.91,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Unibet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.60,2.4,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
best deal,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.85,2.73,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
18bet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.60,3.6,2.25,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
1xBet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.67,3.68,2.36,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Asianodds,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.58,3.65,2.27,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
bet-at-home,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.50,3.9,2.26,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Bethard,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.40,4.0,2.15,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
bwin,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.45,4.1,2.2,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Coolbet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.60,3.6,2.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Marathonbet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.42,4.05,2.42,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Unibet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.28,3.75,2.65,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
best deal,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,2.67,4.1,2.65,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
18bet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.82,4.0,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
1xBet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.81,4.34,3.64,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Asianodds,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.86,4.56,3.49,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
bet-at-home,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.77,3.96,3.22,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Bethard,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.74,4.2,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
bwin,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.80,4.0,3.25,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Coolbet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.82,4.2,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Marathonbet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.80,4.4,3.62,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Pinnacle,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.79,4.56,3.49,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Unibet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.70,4.2,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
best deal,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:42 PM,0:0,1.86,4.56,3.64,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
18bet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,5.75,7.0,1.26,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
1xBet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,5.75,7.3,1.31,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Asianodds,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,6.30,7.3,1.23,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Bethard,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,5.75,6.65,1.25,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
bwin,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,6.00,6.75,1.26,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Coolbet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,6.50,7.0,1.29,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Marathonbet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,5.70,6.75,1.31,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Pinnacle,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,17.70,1.11,8.32,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Unibet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,7.00,7.0,1.26,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
best deal,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,7.00,7.3,8.32,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
18bet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.50,2.65,3.25,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
1xBet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.59,2.66,3.38,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Asianodds,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.57,2.72,3.35,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
bet-at-home,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.42,2.48,3.18,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Bethard,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.45,2.55,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
bwin,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.50,2.5,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Coolbet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.50,2.65,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Marathonbet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.56,2.68,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Pinnacle,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.57,2.68,3.35,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Unibet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.43,2.48,3.15,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
best deal,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,2:2,2.59,2.72,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
18bet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,4.10,7.5,1.39,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
1xBet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,4.40,8.1,1.39,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Asianodds,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,4.75,8.8,1.3,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
bet-at-home,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,1.09,50.0,6.6,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Bethard,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,4.75,5.8,1.34,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
bwin,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,4.75,6.0,1.36,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Coolbet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,5.00,9.0,1.29,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Marathonbet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,4.95,9.7,1.28,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Pinnacle,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,1.41,8.86,3.96,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
Unibet,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,4.90,9.5,1.29,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
best deal,IN-PLAY ODDS: Lara - Mineros Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,5.00,9.7,6.6,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/inplay-odds/
18bet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.30,3.1,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
1xBet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.23,3.2,3.36,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Asianodds,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.32,3.44,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
bet-at-home,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.19,2.97,2.98,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Bethard,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.25,3.1,2.9,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
bwin,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.25,2.8,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Coolbet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.30,3.1,3.1,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Marathonbet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.24,3.2,3.34,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Pinnacle,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.32,3.44,2.94,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
Unibet,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.20,3.1,2.75,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
best deal,"Lara - Mineros Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,1:1,2.32,3.44,3.36,https://www.oddsportal.com/soccer/venezuela/primera-division/lara-mineros-KrSPZ9ga/
18bet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.01,12.5,48.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
1xBet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.01,25.0,25.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Asianodds,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.02,68.32,18.88,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
bet-at-home,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.03,50.0,17.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Bethard,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.01,24.0,19.25,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
bwin,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.01,41.0,10.5,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Coolbet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,N/D,28.0,16.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Marathonbet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.01,35.0,14.75,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Pinnacle,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.02,68.32,18.88,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
Unibet,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,N/D,1001.0,111.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
best deal,IN-PLAY ODDS: Metropolitanos - Trujillanos Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.03,68.32,48.0,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/inplay-odds/
18bet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.67,4.4,3.7,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
1xBet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.70,4.82,3.84,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Asianodds,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.71,5.08,3.72,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
bet-at-home,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.63,4.5,3.41,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Bethard,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.63,4.55,3.6,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
bwin,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.75,4.1,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Coolbet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.70,4.75,3.6,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
